Source,Target,Type,Id,Label,timeset,Weight,timestamp
6624,6624,Directed,8917,,,1,1225462531
914,914,Directed,8940,,,1,1225627532
611,611,Directed,8956,,,1,1225464281
6657,6657,Directed,8978,,,1,1225465404
3988,3988,Directed,9042,,,2,1226335135
280,280,Directed,9049,,,1,1225465993
194,194,Directed,9093,,,2,1225795353
1714,1714,Directed,9147,,,1,1225464745
6768,6768,Directed,9200,,,2,1225490849
6817,6817,Directed,9304,,,1,1225472881
2360,2360,Directed,9311,,,1,1225523690
6585,6585,Directed,9313,,,1,1225467111
2311,2311,Directed,9459,,,1,1225475490
331,331,Directed,9462,,,3,1225914887
331,476,Directed,9464,,,5,1225732943
476,4913,Directed,9511,,,1,1225469114
6922,6922,Directed,9528,,,1,1225485356
6923,6923,Directed,9529,,,1,1225475428
6981,6981,Directed,9655,,,1,1225620549
6521,6521,Directed,9658,,,2,1225522421
2752,476,Directed,9701,,,5,1226515952
7030,7030,Directed,9754,,,1,1225529685
4686,4686,Directed,9760,,,1,1225536970
7048,7048,Directed,9778,,,1,1225573400
7052,7052,Directed,9837,,,2,1225977067
7115,7115,Directed,9898,,,1,1225484520
7156,7156,Directed,9980,,,1,1225482875
4116,4116,Directed,10071,,,3,1226315565
1226,1226,Directed,10083,,,1,1225480318
204,204,Directed,10149,,,1,1225571246
823,823,Directed,10194,,,2,1226151408
7251,7251,Directed,10232,,,1,1225513101
3005,3005,Directed,10233,,,1,1225481241
72,2000,Directed,10358,,,1,1225548167
7420,7420,Directed,10567,,,1,1225491541
474,5735,Directed,10569,,,2,1226351715
7451,7451,Directed,10628,,,1,1225534447
5411,5411,Directed,10637,,,1,1225488216
725,725,Directed,10647,,,1,1225519707
7377,286,Directed,10693,,,6,1225612462
322,322,Directed,10792,,,1,1225533999
286,7377,Directed,10837,,,1,1225495434
7571,7571,Directed,10896,,,1,1225588228
2827,2827,Directed,11008,,,3,1226057309
7533,7533,Directed,11037,,,1,1225496325
7629,7629,Directed,11040,,,1,1225495599
2887,2887,Directed,11124,,,1,1225518846
1202,1202,Directed,11171,,,1,1225535887
7701,7701,Directed,11175,,,1,1225508350
7745,7745,Directed,11253,,,1,1225536663
7759,7759,Directed,11277,,,1,1225540545
140,140,Directed,11343,,,1,1225513327
7792,7792,Directed,11348,,,1,1225508321
866,866,Directed,11471,,,2,1225950510
7959,7959,Directed,11639,,,2,1226351266
4757,4757,Directed,11705,,,1,1225563697
6341,6341,Directed,11731,,,1,1225556979
3144,3144,Directed,11755,,,1,1225527854
8075,8075,Directed,11840,,,1,1225665554
5555,5555,Directed,11857,,,1,1225532972
8097,8097,Directed,11877,,,1,1225709642
2258,2258,Directed,11888,,,1,1225808317
3837,3837,Directed,11961,,,1,1225528961
1228,1228,Directed,12008,,,1,1225565094
1699,451,Directed,12021,,,1,1225535872
931,931,Directed,12070,,,1,1225526036
4270,4270,Directed,12082,,,3,1225836037
7806,7806,Directed,12141,,,1,1225720189
8208,8208,Directed,12149,,,2,1225712128
8280,8280,Directed,12219,,,2,1226501538
3910,3910,Directed,12224,,,6,1226255588
8287,8287,Directed,12240,,,1,1225529441
420,51,Directed,12307,,,2,1226132041
6595,6595,Directed,12312,,,1,1225549354
8322,8322,Directed,12320,,,2,1225530820
1941,1941,Directed,12341,,,1,1225531186
8382,8382,Directed,12437,,,1,1225717254
5735,474,Directed,12518,,,1,1225534757
327,327,Directed,12520,,,1,1225564036
191,476,Directed,12596,,,1,1225552336
5542,5542,Directed,12618,,,1,1225536467
8534,8534,Directed,12753,,,1,1225537295
2286,2286,Directed,12835,,,1,1225548904
8542,8542,Directed,12844,,,1,1225539230
2346,2346,Directed,12868,,,1,1225554522
3678,3678,Directed,12928,,,1,1225579364
8635,8635,Directed,12947,,,1,1225625676
8575,8575,Directed,12959,,,1,1225542390
2277,2277,Directed,12993,,,1,1225577303
4281,4281,Directed,13022,,,3,1226373831
216,216,Directed,13237,,,1,1225572837
8917,8917,Directed,13551,,,1,1225547712
56,56,Directed,13595,,,2,1226466832
9006,9006,Directed,13750,,,1,1225564064
5761,5761,Directed,13808,,,1,1225560207
2000,2000,Directed,13871,,,3,1226326314
9048,9048,Directed,13935,,,1,1225553065
286,286,Directed,13965,,,1,1225557104
9115,9115,Directed,14016,,,1,1225579447
9122,9122,Directed,14030,,,1,1225555130
4095,4095,Directed,14179,,,1,1225619536
8701,8701,Directed,14184,,,1,1225558823
9241,9241,Directed,14302,,,1,1225565998
5473,5473,Directed,14315,,,2,1226403791
4538,4538,Directed,14398,,,1,1225628670
9114,9114,Directed,14433,,,1,1225732548
9312,9312,Directed,14457,,,1,1225560848
5910,5910,Directed,14497,,,1,1225634552
9337,9337,Directed,14506,,,1,1225561504
3637,3637,Directed,14508,,,3,1226242534
9358,9358,Directed,14557,,,1,1225626467
6723,5008,Directed,14633,,,2,1226034744
5320,5320,Directed,14724,,,1,1225624545
5808,5808,Directed,14736,,,1,1225564651
3052,3052,Directed,14741,,,1,1225646312
1220,56,Directed,14814,,,1,1225589441
8121,8121,Directed,14891,,,1,1225631554
2164,2164,Directed,14948,,,1,1225570151
660,660,Directed,15082,,,1,1225567770
9600,9600,Directed,15109,,,1,1225619184
9617,9617,Directed,15174,,,1,1225575559
9648,9648,Directed,15235,,,1,1225570627
9678,9678,Directed,15310,,,1,1225571201
9692,9692,Directed,15348,,,1,1225793597
264,3124,Directed,15386,,,1,1225577260
9729,9729,Directed,15416,,,1,1225635316
5416,5416,Directed,16102,,,2,1225919871
10036,10036,Directed,16131,,,1,1225647553
6357,6357,Directed,16145,,,1,1225583908
10090,10090,Directed,16225,,,1,1225589307
10092,10092,Directed,16229,,,1,1225587833
475,475,Directed,16345,,,1,1225615904
2000,72,Directed,16421,,,1,1225587184
2677,2677,Directed,16571,,,3,1226180732
10252,10252,Directed,16592,,,1,1225617427
476,2752,Directed,16624,,,1,1225694256
10274,10274,Directed,16646,,,1,1225594945
10277,10277,Directed,16654,,,1,1226443477
10278,10278,Directed,16656,,,1,1225764907
10099,10099,Directed,16698,,,2,1226287413
4428,4428,Directed,16743,,,3,1226024213
9470,9470,Directed,16850,,,1,1225760917
6966,6966,Directed,16928,,,2,1225935611
10401,10401,Directed,16989,,,2,1225720898
3806,10412,Directed,17145,,,1,1225608750
10525,10525,Directed,17241,,,1,1225624650
257,257,Directed,17292,,,1,1225607663
352,352,Directed,17304,,,1,1225612281
371,371,Directed,17348,,,1,1225621860
303,303,Directed,17499,,,1,1225627494
6530,6530,Directed,17580,,,2,1225738535
231,231,Directed,17618,,,2,1225824087
10753,10753,Directed,17689,,,1,1225626178
10412,3806,Directed,17731,,,1,1225631344
10412,10412,Directed,17749,,,1,1225633671
10845,10845,Directed,17884,,,1,1225620203
9140,9140,Directed,17966,,,1,1225642936
10881,10881,Directed,17973,,,1,1225621669
10978,10978,Directed,18170,,,1,1225677374
10999,10999,Directed,18246,,,1,1225732540
16,4679,Directed,18253,,,1,1225629167
476,476,Directed,18312,,,4,1225891609
11046,11046,Directed,18356,,,1,1225625086
11066,11066,Directed,18365,,,1,1225626434
7470,7470,Directed,18418,,,1,1225630690
2758,2758,Directed,18448,,,1,1225753849
11128,11128,Directed,18502,,,2,1225638583
11139,11139,Directed,18519,,,1,1225628089
3432,3432,Directed,18526,,,1,1225659678
1295,1295,Directed,18567,,,2,1225641550
10606,10606,Directed,18568,,,1,1225629256
11180,11180,Directed,18618,,,1,1225629882
3247,3247,Directed,18625,,,1,1225630181
4679,16,Directed,18660,,,2,1225639997
5079,476,Directed,18666,,,1,1225630757
11245,11245,Directed,18780,,,4,1225663076
5210,5210,Directed,18917,,,1,1225700824
10024,10024,Directed,19005,,,1,1225635839
11358,11358,Directed,19078,,,1,1225646064
8897,8897,Directed,19123,,,1,1225657651
1498,1498,Directed,19230,,,1,1225732344
7807,7807,Directed,19262,,,1,1225694613
995,995,Directed,19274,,,1,1225659692
2005,2005,Directed,19285,,,2,1225648954
5189,2303,Directed,19446,,,3,1226236188
5689,5689,Directed,19490,,,1,1225708691
1070,10697,Directed,19583,,,1,1225667653
9411,9411,Directed,19611,,,1,1225688402
8807,8807,Directed,19660,,,2,1226329634
2485,2485,Directed,19685,,,4,1226188480
11651,11651,Directed,19756,,,1,1225646451
7663,7663,Directed,19762,,,1,1225652739
476,331,Directed,20048,,,1,1225645609
8761,8761,Directed,20051,,,1,1225647426
1532,1532,Directed,20061,,,1,1225692877
4765,4765,Directed,20098,,,2,1225983694
1904,1925,Directed,20153,,,1,1225655369
7678,7678,Directed,20232,,,1,1225648280
575,445,Directed,20255,,,2,1225909840
1993,1993,Directed,20343,,,1,1225668405
10697,1070,Directed,20352,,,1,1225718859
11549,11549,Directed,20376,,,5,1226499140
11924,11924,Directed,20412,,,1,1225651687
11928,11928,Directed,20421,,,1,1226523871
445,575,Directed,20526,,,1,1225710479
796,796,Directed,20543,,,2,1226505566
476,5079,Directed,20548,,,1,1225650799
3148,3148,Directed,20570,,,2,1225651879
5127,5127,Directed,20593,,,1,1225650757
12017,12017,Directed,20681,,,1,1225657669
12041,12041,Directed,20739,,,1,1225651623
8456,8456,Directed,20818,,,1,1225652652
11276,11276,Directed,20847,,,1,1225654504
12132,12132,Directed,20977,,,1,1225654673
2278,2278,Directed,20982,,,1,1225655102
12159,12159,Directed,21045,,,1,1225704369
4220,4220,Directed,21058,,,1,1225755926
2572,12168,Directed,21064,,,1,1225656624
1904,1904,Directed,21091,,,1,1226300380
8736,8736,Directed,21121,,,1,1225741767
11464,11464,Directed,21142,,,2,1226092046
403,403,Directed,21184,,,2,1226512708
12223,12223,Directed,21196,,,1,1225658599
12228,12228,Directed,21202,,,1,1225691132
12270,12270,Directed,21281,,,1,1225658680
11837,11837,Directed,21287,,,1,1225660360
12295,12295,Directed,21349,,,1,1225669605
1446,1446,Directed,21352,,,1,1225717679
12300,12300,Directed,21374,,,2,1226071979
2395,2395,Directed,21376,,,1,1225690321
3590,3590,Directed,21397,,,2,1225926414
1662,1662,Directed,21510,,,1,1225716571
6789,6789,Directed,21622,,,1,1225700537
12402,12402,Directed,21624,,,1,1225668316
4036,4036,Directed,21642,,,1,1225711585
12426,12426,Directed,21700,,,1,1225676718
1718,1718,Directed,21724,,,1,1225717039
11210,11210,Directed,21884,,,2,1225681480
4085,4085,Directed,21937,,,1,1225669351
3345,3345,Directed,21975,,,2,1225671047
9330,9330,Directed,22035,,,1,1225667976
12600,12600,Directed,22145,,,1,1225752528
3493,3493,Directed,22288,,,1,1225681519
11538,11538,Directed,22334,,,1,1225675865
476,191,Directed,22419,,,2,1225806443
12722,12722,Directed,22461,,,1,1225696364
12736,12736,Directed,22495,,,1,1225773760
12774,12774,Directed,22568,,,1,1225682010
561,561,Directed,22622,,,1,1225693576
7795,7795,Directed,22627,,,1,1225689814
12822,12822,Directed,22687,,,1,1225694137
12837,12837,Directed,22740,,,1,1225771313
2060,2060,Directed,22810,,,1,1225738508
12389,12389,Directed,22962,,,1,1225769192
2752,4565,Directed,23054,,,1,1225700788
13020,13020,Directed,23123,,,1,1225696421
13154,13154,Directed,23426,,,1,1225724912
6890,6890,Directed,23427,,,1,1225701417
7377,7377,Directed,23453,,,1,1225714107
3491,3491,Directed,23469,,,1,1225708431
4565,2752,Directed,23504,,,1,1225702922
761,761,Directed,23529,,,1,1225702375
8033,8033,Directed,23539,,,1,1225701782
12982,654,Directed,23608,,,3,1225742317
13240,13240,Directed,23630,,,1,1225701929
7734,7734,Directed,23658,,,3,1226408887
5624,5624,Directed,23663,,,1,1225701333
188,188,Directed,23735,,,1,1225705448
2133,2133,Directed,23756,,,1,1225703021
1184,1184,Directed,23792,,,1,1225704156
13432,13432,Directed,24075,,,2,1225720179
12792,12792,Directed,24086,,,2,1226471112
13444,13444,Directed,24112,,,1,1225705250
13448,13448,Directed,24124,,,1,1225706822
433,433,Directed,24201,,,1,1225707009
5506,5506,Directed,24235,,,1,1225717727
5182,5182,Directed,24248,,,1,1225714593
13561,13561,Directed,24427,,,1,1225718412
7674,7674,Directed,24445,,,1,1225711341
4972,10942,Directed,24461,,,1,1225708801
13583,2617,Directed,24482,,,1,1225783966
10387,10387,Directed,24495,,,1,1225708454
9319,13582,Directed,24642,,,1,1225716190
2874,2874,Directed,24644,,,2,1226164884
10942,4972,Directed,24679,,,1,1225713340
1820,1820,Directed,24765,,,1,1225729250
2062,2062,Directed,24886,,,1,1225711475
11510,11510,Directed,25091,,,1,1225777250
6914,6914,Directed,25220,,,1,1225726488
13550,13550,Directed,25385,,,1,1225716854
13582,9319,Directed,25426,,,1,1225717896
13929,13929,Directed,25458,,,1,1225784468
176,176,Directed,25483,,,1,1225725106
4290,4290,Directed,25608,,,1,1225750905
5923,5923,Directed,25693,,,1,1225730134
13677,13677,Directed,25946,,,1,1225718634
5672,5672,Directed,26080,,,1,1225747400
14162,14162,Directed,26121,,,2,1225727788
14139,14139,Directed,26171,,,1,1225722520
7782,7782,Directed,26313,,,1,1225722487
5481,5481,Directed,26326,,,1,1225733516
14256,14256,Directed,26359,,,1,1225723014
13565,13565,Directed,26449,,,1,1225779876
301,301,Directed,26654,,,1,1225768216
5192,5192,Directed,26817,,,1,1225738787
14492,14492,Directed,27015,,,1,1225737513
2450,2450,Directed,27112,,,1,1225784136
12103,12103,Directed,27211,,,2,1226239352
11549,1663,Directed,27265,,,1,1225734530
6821,6821,Directed,27411,,,1,1225784538
14650,14650,Directed,27448,,,1,1225793677
5682,5682,Directed,27508,,,1,1225746465
14678,14678,Directed,27523,,,1,1225774351
14680,14680,Directed,27526,,,1,1225738787
5129,5129,Directed,27553,,,1,1225739081
4891,4891,Directed,27607,,,1,1225741772
13695,14370,Directed,27641,,,1,1225737914
14370,13695,Directed,27658,,,1,1225739173
14537,14537,Directed,27766,,,1,1225740310
10818,10818,Directed,27802,,,1,1225741143
14799,14799,Directed,27842,,,1,1225877216
12509,12509,Directed,27885,,,1,1225781430
14855,14855,Directed,27997,,,1,1225781401
3202,3202,Directed,28028,,,4,1226318478
654,12982,Directed,28031,,,1,1225743979
5936,5936,Directed,28044,,,1,1225787189
13725,13725,Directed,28055,,,1,1225781186
14876,14876,Directed,28079,,,1,1225777354
14897,14897,Directed,28117,,,1,1225751710
14448,14448,Directed,28136,,,1,1225761864
4723,331,Directed,28171,,,2,1225776194
3556,3556,Directed,28306,,,2,1225822041
3979,3979,Directed,28311,,,1,1225746270
14958,14958,Directed,28325,,,1,1225746046
330,3035,Directed,28360,,,1,1225746876
15000,15000,Directed,28458,,,1,1225790016
97,97,Directed,28465,,,2,1225983963
2641,2641,Directed,28482,,,1,1225762611
13612,13612,Directed,28554,,,1,1225885761
15053,15053,Directed,28595,,,1,1225755690
15061,15061,Directed,28615,,,1,1225749398
10963,10963,Directed,28700,,,1,1225753790
15108,15108,Directed,28718,,,1,1225749090
15111,15111,Directed,28722,,,1,1225782447
1676,1676,Directed,28771,,,1,1225749714
424,424,Directed,28909,,,4,1226010841
14192,14192,Directed,29091,,,1,1225754455
15224,15224,Directed,29106,,,1,1225753773
5882,5882,Directed,29196,,,2,1226322014
14720,14720,Directed,29247,,,1,1225755460
11705,11705,Directed,29299,,,1,1225876941
5123,5123,Directed,29316,,,2,1226047850
8230,8230,Directed,29327,,,1,1225787975
660,3382,Directed,29395,,,1,1225760115
15355,15355,Directed,29464,,,1,1225830371
6927,6927,Directed,29468,,,1,1225988123
15405,15405,Directed,29592,,,1,1225797373
7032,15432,Directed,29679,,,1,1225764259
3382,3382,Directed,29709,,,2,1226275059
12742,12742,Directed,29720,,,2,1226283790
15432,7032,Directed,29728,,,1,1225764765
15483,15483,Directed,29808,,,1,1225800012
4577,4577,Directed,29812,,,2,1226376142
7561,7561,Directed,29972,,,1,1225772511
15299,15299,Directed,30099,,,1,1225775850
331,4723,Directed,30116,,,1,1225778029
3681,3681,Directed,30236,,,1,1225796828
15645,15645,Directed,30281,,,1,1225786827
15614,15614,Directed,30297,,,1,1225786167
15668,15668,Directed,30337,,,1,1225793455
5008,6723,Directed,30396,,,3,1226440290
6723,6723,Directed,30397,,,1,1225781450
11220,11220,Directed,30694,,,1,1225790916
15781,15781,Directed,30708,,,3,1225805836
15816,15816,Directed,30798,,,1,1225784291
5978,5978,Directed,30803,,,1,1225794078
2617,13583,Directed,30809,,,1,1225804522
1604,1604,Directed,30828,,,1,1225784564
209,209,Directed,30878,,,1,1225790448
8398,8398,Directed,31038,,,2,1226077964
7333,7333,Directed,31317,,,3,1226479101
626,626,Directed,31585,,,1,1225800546
46,46,Directed,31593,,,1,1225793941
3930,3930,Directed,31628,,,3,1226183420
16186,16186,Directed,31820,,,1,1225813697
16227,16227,Directed,31949,,,1,1225794207
15091,15091,Directed,31975,,,1,1225793729
4610,4610,Directed,32051,,,1,1225799556
7101,7101,Directed,32089,,,2,1226396373
7627,7627,Directed,32153,,,1,1225884559
12826,12826,Directed,32252,,,1,1225799010
6426,6426,Directed,32275,,,1,1225812637
1200,1200,Directed,32313,,,1,1225810620
429,429,Directed,32432,,,1,1225812960
6188,6188,Directed,32437,,,1,1225849210
3963,1673,Directed,32454,,,1,1225834358
15393,15393,Directed,32471,,,1,1225800805
1673,1673,Directed,32551,,,1,1225828729
1562,1236,Directed,32575,,,1,1225802103
654,654,Directed,32668,,,1,1225869601
958,958,Directed,32672,,,2,1226503181
16473,16473,Directed,32691,,,1,1225806857
4478,4478,Directed,32719,,,3,1226176787
16497,16497,Directed,32742,,,1,1225800397
7101,1318,Directed,32747,,,2,1225995165
16510,16510,Directed,32778,,,1,1225801507
284,284,Directed,32846,,,2,1226084703
1260,331,Directed,32971,,,1,1225803816
206,206,Directed,33005,,,3,1226008848
4961,4961,Directed,33088,,,1,1225804220
16708,16708,Directed,33277,,,1,1225807429
4913,476,Directed,33330,,,3,1226339082
137,137,Directed,33503,,,1,1225876031
16343,16343,Directed,33758,,,1,1225809275
356,1033,Directed,33775,,,1,1225828861
6532,16852,Directed,33803,,,1,1225811391
9382,9382,Directed,33806,,,1,1225809989
16852,6532,Directed,33866,,,1,1225813850
7661,7661,Directed,34000,,,3,1226352660
11327,11327,Directed,34076,,,2,1226323705
13506,13506,Directed,34144,,,1,1225813958
16188,16188,Directed,34159,,,1,1225813978
16986,16986,Directed,34213,,,1,1225814399
17004,17004,Directed,34277,,,2,1226168544
430,430,Directed,34316,,,1,1225816567
17022,17022,Directed,34349,,,1,1225897393
1741,1741,Directed,34375,,,1,1225850083
15777,15777,Directed,34450,,,1,1225816746
17068,17068,Directed,34458,,,1,1225836157
35,35,Directed,34461,,,1,1225826926
3058,3058,Directed,34468,,,1,1225858972
17072,17072,Directed,34469,,,1,1225817388
4562,4562,Directed,34535,,,1,1225818130
10417,10417,Directed,34566,,,2,1225818772
16687,16687,Directed,34722,,,1,1225821213
17198,17198,Directed,34829,,,1,1225823894
2848,2848,Directed,35087,,,1,1225826461
12042,12042,Directed,35099,,,1,1225827048
2989,2989,Directed,35125,,,1,1225829326
2263,2263,Directed,35136,,,1,1225829776
14518,14518,Directed,35247,,,1,1225911709
6449,6449,Directed,35248,,,1,1225828562
7893,7893,Directed,35378,,,1,1225830748
17381,17381,Directed,35388,,,1,1225830048
13648,13648,Directed,35394,,,1,1225849367
309,309,Directed,35419,,,1,1225831075
17443,17443,Directed,35562,,,1,1225889880
2158,2158,Directed,35816,,,1,1225839834
3843,3843,Directed,35817,,,1,1225856414
9455,9455,Directed,35839,,,1,1225846952
17532,17532,Directed,35873,,,1,1225855747
17566,17566,Directed,35942,,,1,1225837237
7359,15072,Directed,35954,,,1,1225841991
3294,3294,Directed,36084,,,1,1225839079
155,3892,Directed,36104,,,1,1225839922
17633,17633,Directed,36119,,,1,1225936339
17643,17643,Directed,36147,,,2,1225840389
1548,1548,Directed,36162,,,3,1226451315
15072,7359,Directed,36200,,,1,1225904498
1256,2316,Directed,36321,,,1,1225880620
11934,11934,Directed,36362,,,1,1225876196
17724,17724,Directed,36374,,,1,1225877531
7165,7165,Directed,36437,,,1,1225847326
11355,11355,Directed,36531,,,2,1225869808
51,420,Directed,36540,,,1,1225852474
14903,14903,Directed,36545,,,1,1225861014
17765,17765,Directed,36547,,,1,1225851948
5290,5290,Directed,36552,,,1,1225851843
17799,17799,Directed,36689,,,1,1225920104
3640,3640,Directed,36751,,,1,1225960761
17829,17829,Directed,36767,,,1,1226018593
16228,16228,Directed,36822,,,1,1225890021
3896,3896,Directed,37010,,,1,1225875520
17928,17928,Directed,37025,,,1,1225887967
1401,1401,Directed,37202,,,1,1225866922
6325,6325,Directed,37209,,,1,1225867281
18007,18007,Directed,37263,,,1,1225866068
18020,18020,Directed,37299,,,2,1225913837
9249,9249,Directed,37354,,,1,1225889309
274,4968,Directed,37561,,,1,1225873104
3424,3424,Directed,37585,,,1,1225872509
2427,2427,Directed,37690,,,1,1225877430
5442,5442,Directed,37736,,,1,1225889287
18153,18153,Directed,37744,,,1,1225873317
9154,9154,Directed,37753,,,2,1225883437
16517,16517,Directed,37895,,,1,1225875148
14831,14831,Directed,37930,,,2,1225888129
18165,18165,Directed,37978,,,1,1225876178
18272,18272,Directed,38146,,,1,1225886296
18276,18276,Directed,38160,,,1,1225886432
18278,18278,Directed,38175,,,1,1225958244
18288,18288,Directed,38206,,,1,1225878436
18292,18292,Directed,38214,,,1,1225886803
9476,9476,Directed,38248,,,1,1225972280
11162,11162,Directed,38357,,,1,1225893645
2229,2229,Directed,38359,,,1,1225946051
1925,1380,Directed,38374,,,1,1225884656
10223,10223,Directed,38385,,,2,1226453757
18017,18017,Directed,38423,,,1,1225920852
13765,13765,Directed,38448,,,1,1225897328
18362,18362,Directed,38470,,,3,1226315090
5453,5453,Directed,38533,,,1,1225888004
18380,18380,Directed,38542,,,1,1225887971
13716,13716,Directed,38568,,,1,1225883029
1114,1114,Directed,38571,,,1,1225882803
16866,16866,Directed,38601,,,1,1225884349
18425,18425,Directed,38706,,,1,1225906719
