Source,Target,Type,Id,Label,timeset,Weight,timestamp
12982,654,Directed,111235,0,0,3,1225742317
4972,10942,Directed,112088,0,0,1,1225708801
13583,2617,Directed,112109,0,0,1,1225783966
9319,13582,Directed,112269,0,0,1,1225716190
10942,4972,Directed,112306,0,0,1,1225713340
13582,9319,Directed,113053,0,0,1,1225717896
11549,1663,Directed,114892,0,0,1,1225734530
13695,14370,Directed,115268,0,0,1,1225737914
14370,13695,Directed,115285,0,0,1,1225739173
654,12982,Directed,115658,0,0,1,1225743979
4723,331,Directed,115798,0,0,2,1225776194
330,3035,Directed,115987,0,0,1,1225746876
660,3382,Directed,117022,0,0,1,1225760115
7032,15432,Directed,117306,0,0,1,1225764259
15432,7032,Directed,117355,0,0,1,1225764765
331,4723,Directed,117743,0,0,1,1225778029
5008,6723,Directed,118023,0,0,3,1226440290
2617,13583,Directed,118436,0,0,1,1225804522
3963,1673,Directed,120081,0,0,1,1225834358
1562,1236,Directed,120202,0,0,1,1225802103
7101,1318,Directed,120374,0,0,2,1225995165
1260,331,Directed,120598,0,0,1,1225803816
4913,476,Directed,120957,0,0,3,1226339082
356,1033,Directed,121402,0,0,1,1225828861
6532,16852,Directed,121430,0,0,1,1225811391
16852,6532,Directed,121493,0,0,1,1225813850
7359,15072,Directed,123581,0,0,1,1225841991
155,3892,Directed,123731,0,0,1,1225839922
15072,7359,Directed,123827,0,0,1,1225904498
1256,2316,Directed,123948,0,0,1,1225880620
51,420,Directed,124167,0,0,1,1225852474
274,4968,Directed,125188,0,0,1,1225873104
1925,1380,Directed,126001,0,0,1,1225884656
12792,2268,Directed,126810,0,0,1,1225888796
246,249,Directed,127487,0,0,1,1225899881
4098,12982,Directed,128658,0,0,1,1225905808
4350,1562,Directed,128974,0,0,1,1225905021
1938,356,Directed,129107,0,0,1,1225922652
2303,331,Directed,129421,0,0,2,1225995735
3764,763,Directed,129595,0,0,1,1225917663
4197,1747,Directed,130154,0,0,1,1225918447
1747,4197,Directed,130173,0,0,1,1225918521
97,356,Directed,131135,0,0,1,1225939086
2268,12792,Directed,131969,0,0,1,1226247096
12860,6217,Directed,132394,0,0,1,1225962362
6217,12860,Directed,133234,0,0,1,1225969275
1318,7101,Directed,133534,0,0,1,1225976201
356,97,Directed,133760,0,0,1,1225974764
575,5821,Directed,133771,0,0,1,1225975559
6211,356,Directed,133857,0,0,1,1225978357
356,6211,Directed,133934,0,0,1,1225991036
12982,4098,Directed,134508,0,0,1,1225981453
3350,2518,Directed,135891,0,0,1,1225992869
2518,3350,Directed,135938,0,0,1,1225992859
4729,6986,Directed,136093,0,0,1,1225996661
6986,4729,Directed,136278,0,0,1,1225998817
21903,10518,Directed,138159,0,0,1,1226028996
10518,21903,Directed,138198,0,0,1,1226031934
14699,8460,Directed,138485,0,0,3,1226343331
20452,1687,Directed,138533,0,0,1,1226036190
4968,274,Directed,138770,0,0,1,1226040091
1687,20452,Directed,138822,0,0,1,1226039785
4493,2303,Directed,140303,0,0,1,1226150686
13311,654,Directed,140706,0,0,1,1226055713
1380,1925,Directed,141312,0,0,1,1226057998
1119,206,Directed,141353,0,0,1,1226065559
5624,294,Directed,141417,0,0,1,1226059459
20009,5889,Directed,143383,0,0,1,1226109710
451,1699,Directed,143405,0,0,1,1226089280
2303,5189,Directed,143922,0,0,1,1226117693
2303,4493,Directed,144449,0,0,1,1226115717
599,561,Directed,144788,0,0,3,1226304274
561,599,Directed,144856,0,0,1,1226127157
2665,22049,Directed,144906,0,0,2,1226338290
2316,823,Directed,145191,0,0,1,1226131610
3967,331,Directed,145376,0,0,2,1226142936
191,1228,Directed,148030,0,0,1,1226264316
356,1938,Directed,148438,0,0,1,1226177745
17893,194,Directed,150460,0,0,1,1226220547
56,1220,Directed,150564,0,0,1,1226265167
663,1228,Directed,150663,0,0,1,1226237520
7304,97,Directed,151406,0,0,1,1226234668
97,7304,Directed,151431,0,0,1,1226233542
6350,3231,Directed,151876,0,0,1,1226240282
206,1119,Directed,153061,0,0,1,1226254122
5830,6473,Directed,153573,0,0,1,1226257521
451,4089,Directed,154025,0,0,1,1226302113
3382,660,Directed,155436,0,0,1,1226294794
1228,191,Directed,155557,0,0,1,1226325784
194,17893,Directed,155570,0,0,1,1226297746
7908,7620,Directed,157384,0,0,1,1226313192
22049,2665,Directed,157594,0,0,1,1226352287
7620,7908,Directed,158125,0,0,1,1226315757
26637,5735,Directed,158136,0,0,1,1226316950
1079,5735,Directed,158137,0,0,1,1226319600
5735,26637,Directed,158157,0,0,1,1226316344
5889,20009,Directed,158233,0,0,1,1226317380
294,5624,Directed,158567,0,0,1,1226412585
8055,472,Directed,158613,0,0,1,1226322722
5735,1079,Directed,158670,0,0,1,1226320066
472,8055,Directed,158934,0,0,1,1226322546
663,26421,Directed,159295,0,0,1,1226325184
10657,20702,Directed,159444,0,0,1,1226326888
20702,10657,Directed,159656,0,0,1,1226327384
8460,14699,Directed,160452,0,0,1,1226338287
7124,451,Directed,160909,0,0,1,1226344221
451,7124,Directed,161448,0,0,1,1226345486
1228,663,Directed,161494,0,0,1,1226389724
12168,2572,Directed,162256,0,0,1,1226439215
1033,356,Directed,162990,0,0,1,1226364884
26421,663,Directed,163356,0,0,1,1226388494
1673,3963,Directed,163510,0,0,1,1226393798
1287,615,Directed,163879,0,0,1,1226414352
5882,17009,Directed,164006,0,0,1,1226389239
17009,5882,Directed,164061,0,0,1,1226445599
1165,877,Directed,165110,0,0,1,1226398830
615,1287,Directed,166352,0,0,1,1226412142
3231,6350,Directed,166889,0,0,1,1226416515
2316,1256,Directed,168883,0,0,1,1226440501
654,13311,Directed,169200,0,0,1,1226442357
6473,5830,Directed,169209,0,0,1,1226443503
6366,3491,Directed,170430,0,0,1,1226472132
3491,6366,Directed,170434,0,0,1,1226474866
1925,1904,Directed,171240,0,0,1,1226484704
29626,10316,Directed,171530,0,0,1,1226482475
10316,29626,Directed,171853,0,0,1,1226484626
1663,11549,Directed,173471,0,0,1,1226497984
850,1070,Directed,173844,0,0,1,1226501117
1562,4350,Directed,174188,0,0,1,1226507182
763,3764,Directed,174803,0,0,1,1226517917
